Headlines,Dates,Descriptions
Tesla Is Now Dominating Luxury Car Sales In The U.S.,16 Aug 2022,"by Brad Anderson. Tesla has firmly established itself as the best-seller of luxury vehicles in the United States, with demand for its EVs soaring throughout the..."
2023 Lexus RZ vs. 2022 Tesla Model Y Comparison,16 Aug 2022,The Model Y Long Range uses similar electric motors but has a higher-capacity battery pack. Tesla says it needs just 4.8 seconds to hit 60 mph. The Long Range...
From Cybertruck to a self-driving Robotaxi: Bizarre tech Tesla has announced but never released,06 Oct 2022,From a fridge-like Cybertruck to a self-driving Robotaxi: Bizarre tech Tesla has announced but never released REVEALED - after Elon Musk unveils the Optimus...
"Tesla Megapacks Arrive In Hawaii, Kicking Coal To The Curb",06 Oct 2022,"As an alternative to the energy gap left behind by the coal power plant, Plus Power LLC is using Tesla Megapacks to build a large battery energy storage system..."
2022 Tesla Model 3 Reveals an Impressive Energy Reserve in This Zero Miles of Range Test,06 Oct 2022,2022 Tesla Model 3 Reveals an Impressive Energy Reserve in This Zero Miles of Range Test ... Tesla's cobalt- and nickel-free lithium-iron-phosphate (LFP) battery...
Tesla Cyber-Roadster DIY Project Is Sure To Turn Heads,11 Oct 2022,"YouTube influencer Cyber Hooligan, whose real name appears to be David Andreyev, has been working on interesting Tesla projects for some time now. This is the..."
Survey: 40-50% Of Us Trust Our ‘Self-Driving’ Vehicles From Tesla And Cadillac Far Too Much,11 Oct 2022,"When Tesla sells a Full Self Driving package for $15000 US, people seem to trust the name and use it pretty much as such, according to a new survey,..."
"Tesla slips, but still owns two-thirds of the US EV market",11 Oct 2022,"Tesla slips, but still owns two-thirds of the US EV market ... Tesla's market shares slip in the US, but the automaker still owns two-thirds of the rapidly..."
Tesla saves an estimated $114 per car by removing USS,12 Oct 2022,"Tesla saves an estimated $114 per car by removing ultrasonic sensors (USS) and switching to its Tesla Vision, according to a cost breakdown."
Elon's Musk: Tesla Billionaire Hawks 'Burnt Hair' Perfume For $100 A Bottle,12 Oct 2022,"Elon Musk launched a $100 ""Burnt Hair"" perfume. AFP via Getty Images. Key Facts. Musk on..."
Tesla is going to implement a new vehicle hazard warning system,12 Oct 2022,Tesla is going to implement a new vehicle hazard warning system ... Tesla is reportedly going to implement a new vehicle hazard warning system through a...
Here's How Long A Tesla Cybertruck Battery Will Likely Last,28 Oct 2022,The Cybertruck battery could last over 300k miles ... Current Tesla vehicles have batteries that can last between 300k to 500k miles before needing a replacement.
"Tesla recalls 24,000 U.S. vehicles over seat belt issue",28 Oct 2022,"WASHINGTON: Tesla Inc is recalling just over 24,000 U.S. 2017-2022 Model 3 vehicles over a seat belt issue. The Austin-based electric vehicle company said..."
Tesla’s self-driving crashes provoke criminal investigation,28 Oct 2022,"According to the Reuters story, the Justice Department's prosecutors will be looking to discover “whether Tesla misled consumers, investors, and regulators by..."
Tesla Performance Engineer Explains How Drag Strip Mode Works,22 Mar 2023,"In a new video, one of the automaker's performance engineers, Chris Mayfield, explains how the Model S Plaid prepares itself to accelerate quickly. All part of..."
Tesla's AirPower-style charger that actually works is now shipping for $300,22 Mar 2023,Tesla's AirPower-style charger that actually works is now shipping for $300. First reviews praise Tesla's new Wireless Charging Platform. ... Almost four years to...
Tesla's Monumental Delivery Wave Makes Its Way To Europe,22 Mar 2023,"As reported by Teslarati, the Tesla delivery wave in Europe has reportedly forced some customers in Portugal to pick up their new EVs at the delivery trucks."
Tesla's EV Market Share is Dropping Fast,12 Apr 2023,Automotive News looked at new-vehicle registration data and found that Tesla's share of the U.S. EV market has fallen sharply since 2022. That's despite the...
"Pepsi Unveils Fleet of Tesla Semis, Most of Which it Got For Free",12 Apr 2023,"Pepsi is touting its fleet of Tesla Semis as an environmentally friendly investment, but state and federal grand money paid for 18 out of the 21 new trucks."
Tesla's U.S. growth slows as competitors rise,12 Apr 2023,"Tesla's red-hot sales growth last year cooled in the first two months of 2023, and its share of the EV market fell from to 58 percent from 72 percent..."
Tesla among the top-selling models | Toyota world's best-selling OEM,05 May 2023,"BYD followed Tesla as the world's second best-selling BEV manufacturer, with a volume increase of 184%, to more than 911,000 units in 2022. For OEMs like Suzuki..."
Tesla Model S Plaid Track Pack Unlocks 200-MPH Top Speed,05 May 2023,Tesla Model S Plaid Track Pack Unlocks 200-MPH Top Speed. The package includes hardware and software changes. Find out what's new right here. ... If you're...
How to Turn Your Tesla Model S Plaid into a 200-MPH Track Beast,05 May 2023,How to Turn Your Tesla Model S Plaid into a 200-MPH Track Beast · Tesla will now offer a track-focused upgrade package for 2021+ Model S Plaid units at the cost...
Panasonic delays Tesla 4680 battery cell production,10 May 2023,Panasonic delays Tesla 4680 battery cell production ... Panasonic announced that it is delaying volume production of the Tesla 4680 battery cell in order to...
Video Shows Tesla Cybertruck Stuck In A Field In Rural Texas,10 May 2023,"A video shot by a Twitter user shows a Cybertruck stuck in the mud in a field in rural Texas, which could raise some eyebrows among those expecting the..."
"Tesla Model 3 Now Priced Below $40,000 -- Is It Available for Tax Credits?",10 May 2023,"Is the Tesla Model 3 eligible? Assuming that you meet the income requirements, Tesla Model 3 sedans with MSRPs of $55,000 or less are eligible for federal tax..."
Tesla May Finally Enter India By Establishing Vendor Base: Report,07 Jun 2023,"Reportedly, Tesla will be agreeing to work to establish a vendor base in India as part of the plan to suit both sides. Initially, the US EV maker will focus on..."
"A YouTuber put a gas generator in his Tesla to avoid plugging in on an 1,800-mile road trip",07 Jun 2023,"A YouTuber put a gas generator in his Tesla to avoid plugging in on an 1,800-mile road trip · A YouTuber wanted to take long road trips in his Tesla without..."
Tesla's Stock Rises Above $200: What Does This Mean?,07 Jun 2023,"At the time of writing, Tesla has surpassed its 200-day moving average ($195), and its 50-day moving average ($180). According to Fairlead Strategies founder..."
Elon Musk vs Mark Zuckerberg cage match: Tesla CEO seen training after video of Meta boss doing Jiu Jitsu goes viral | Mint,28 Jun 2023,Elon Musk vs Mark Zuckerberg cage match: Tesla CEO seen training after video of Meta boss doing Jiu Jitsu goes viral · Lex Fridman had an impromptu training...
Tesla To Add Official Support for Third-Party Services and Apps,28 Jun 2023,"Tesla To Add Official Support for Third-Party Services and Apps ... A new addition has surfaced in your Tesla account settings. Under Profile Settings on the web,..."
Auto Engineers Hand Tesla Charging Win. It Doesn't Mean the Stock Should Rise.,28 Jun 2023,"At roughly $256, Tesla stock has added about $230 billion in value since May 24, the day before Ford and Tesla disclosed their charging agreement. Some of that..."
Tesla Reportedly Exaggerated Its EVs’ Range for Years—and Set up a Secret Team to Suppress Complaints,28 Jul 2023,"Tesla has allegedly exaggerated range estimates for its vehicles for years, according to Reuters. It also had a secret team to suppress complaints."
Facebook cofounder: Musk 'got away with' Tesla scams,28 Jul 2023,Facebook cofounder Dustin Moskovitz said Elon Musk sucked up resources from competitors by overpromising the capabilities of Teslas.
Disapproval Of Elon Musk Top Reason Why Tesla Model 3 Owners Jump Ship: Survey,28 Jul 2023,"Among those questioned, 21.5 percent said that the outspoken head honcho led them to jump ship and choose another marque for their next vehicle, while concerns..."
"Tesla Model 3 tackles iconic unsealed Australia road – 1,126 kms of potholes and bull dust",24 Aug 2023,"Tesla Model 3 tackles iconic unsealed Australia road – 1,126 kms of potholes and bull dust ... Final charge at Laverton. Photo: Rod Dilkes. ... The Great Central..."
Polestar rejects Tesla's electric car 'price war' and discounts,24 Aug 2023,"Polestar rejects Tesla's electric car 'price war' and discounts. Polestar isn't worried about the fact its updated 2 is now close to $10,000 more expensive than..."
Tesla just announced a brand new way its customers can charge their vehicles — and save plenty of money in the ...,24 Aug 2023,Tesla customers who have a Tesla vehicle and a Powerwall will be able to use solar energy they generate at home to charge their cars.
Are You A Tesla Cybertruck Reservation Holder? Get In Touch With Us,25 Oct 2023,This is our call to the 1 million+ Cybertruck reservation holders out there to help us crowdsource intel on Tesla's most anticipated electric vehicle ever.
"Elon Musk loses cool over a question in earning call, reportedly acts like a 'little baby'",25 Oct 2023,"Elon Musk, the CEO of Tesla and SpaceX, surprised many with an unexpected emotional outburst during a recent Tesla earnings call."
"‘Not just numbers', Elon Musk goes emotional on Tesla earnings call; Analysts call him ‘little baby’ | Mint",25 Oct 2023,"Tesla CEO Elon Musk gets emotional during earnings call, expressing frustration over production delays."
"India Closer to Agreement With Tesla to Import EVs, Set Up Plant",20 Nov 2023,India is closing in on an agreement with Tesla Inc. that would allow the US automaker to ship its electric cars to the country from next year and set up a...
Tesla shareholder calls on board to suspend Elon Musk for agreeing with antisemitic post,20 Nov 2023,"Tesla's board of directors should suspend Elon Musk for endorsing antisemitic views on social media, according to one investor in the electric vehicle..."
Lucid says its new all-electric SUV beats Tesla Model X range by nearly 100 miles,20 Nov 2023,Lucid says its new all-electric SUV beats Tesla Model X range by nearly 100 miles. The Gravity SUV seats seven and claims 440 miles of range. ... The SUV market...
Tesla reportedly plans Model Y revamp at Shanghai factory,27 Dec 2023,"Tesla (TSLA) is developing a revamped Model Y version to be produced at its Shanghai Gigafactory, slated to start production in mid-2024, according to a..."
Tesla Reportedly Making Changes to Its Most Popular Model; Stock is Top S&P 500 Gainer,27 Dec 2023,"At around 11:35 a.m. ET, Tesla stock was up 2.2% at $262.24, making it the biggest gainer on the S&P 500. The stock has gained about 140% since the start of the..."
